Question	Potentially_Pejorative
这样的算好老公吗？需要珍惜吗？我和老公结婚7年了，一直都是我说的 我和老公结婚7年了，一直都是我说的算，只要一不顺心我就会把他当成出气筒，因为爱我，他每次都迁就我，自从去年开始，他换了一份工作，需要经常出差，几乎半个月回来一次，每次能在家待2到3天，可是只要他出差回来，我就莫名的和他吵架，一开始他还哄我，也不和我计较，也不生气，可是时间一长，而且每次回来都是在吵架中度过的，吵架都是些小事，比如他回家后不做家务了，又看了等等这些小事。在上周，他回来我又和他吵架，他终于承受不了了，对我说分开吧，他活的太累了，每次出差在外面，吃不好，睡不好，总算回家了，不但得不到温暖还时刻都吵架，我当时就傻了，因为每次吵架后我都说我不我和老公结婚7年了，一直都是我说的算，只要一不顺心我就会把他当成出气筒，因为爱我，他每次都迁就我，自从去年开始，他换了一份工作，需要经常出差，几乎半个月回来一次，每次能在家待2到3天，可是只要他出差回来，我就莫名的和他吵架，一开始他还哄我，也不和我计较，也不生气，可是时间一长，而且每次回来都是在吵架中度过的，吵架都是些小事，比如他回家后不做家务了，又看了等等这些小事。在上周，他回来我又和他吵架，他终于承受不了了，对我说分开吧，他活的太累了，每次出差在外面，吃不好，睡不好，总算回家了，不但得不到温暖还时刻都吵架，我当时就傻了，因为每次吵架后我都说我不和他过了，每次他都不说话，可是这次他提出来的，我知道了重要性，我们长谈了一次，他说出了心里话，说我这几年已经把他给伤透了，一次次的吵，一次次的伤他，他为了维持这个家，一直在默默的承受着，他说这会真的承受不了了，他不想下半辈子就这么的活下去了，太累，没自由，对我这么好我还不知足，他真的已经死心了，我说我一定改，他不相信我，他说我的小姐脾气是天生的，肯定改不好的，而且每次我都用命令的口气和他说话，他说他让我去寻找能接受我脾气的人生活，他需要自由，太累太苦了，我说再给我一次机会我一定改，最终他答应了，最后一次，能改就在一起，他让我别勉强，我要求和他作爱，他说他心已经凉了，等恢复过来在说吧，他拒绝了我，我问他还会想以前那样对我吗？他说他也不知道，我问他还爱我吗？他说不想骗我，已经没感觉了，我这回真的好怕，怕失去他，我该怎样做，才能让他改变对我的态度呢？能和以前那样对我呢？\r我疑心特重，每次出差回来都问他找没找其他女人，他说他不是那种人，他不会找，因为作爱需要有感情基础，需要彼此了解，没感情基础就谈不上爱。我的老公到底是怎样的人呢？我该怎么办！急急急！\r我想在周末去找他，他说到时再说，我到底要不要去呢？\r能帮我分析一下吗？\r	None
看到网上有很多人要去美国社会实践，这种项目很花钱吧？	None
韩非子是好人吗? 韩非子是好人吗?	None
男人什么时候结婚最好？	Potentially
交往期间该由男生买单吗？如果情侣两人出去，吃饭等必要开销该由男生 如果两人出去，吃饭等必要开销该由男生来买单吗？	None
情商？智商？感情路上该如何选择我很纠结我本科毕业，我相亲了两个女 我本科毕业，我相亲了两个女孩，A是本科毕业，文静善良，B是专科毕业做文员活泼开朗，A的性格与我相似，很有上进心工作也很好，但长相不是很出众，虽然外表是次要的但看着总不太舒服，哎……我和B聊的很开心，兴趣爱好也相似，漂亮时尚，也许性格互补，对于性格开朗又懂礼貌的女孩我一直很上心，但她学习不怎么样，而且这样的女孩以前也有过男朋友（当然也亲密接触过），我对这个也有些忌讳因为我以前都没交过女朋友。对于这两位我真的很为难，她们都对我有意思，我却不知如何选择。。 \r	None
当公司领导说，公司离了谁都行时.......公司领导很不重视人才 公司很不重视人才。\r\r只是重视你的工作成果，却不重视给你加薪。\r\r当你提出离职时，他却一副公司离了谁，都行的态度。\r\r你真的走时，他又求你留下。\r\r你恨他不懂得在时的珍惜你，走时才明白。\r\r于是，你很果断地离开。\r\r离开后，他又多次打电话求你回来。\r\r你可怜他，回来后，他只给你涨了50元的薪资待遇。\r\r当你提出加薪吧！他又说“公司离了谁都行！”\r\r你该何去何从？为什么会有这样的领导？是不是天下乌鸦一般黑？	None
强烈谴责网易公司对魔兽玩家的利益一个公开黑G的团伙气焰嚣张，N人 一个公开黑G的团伙气焰嚣张，N人举报竟然发现网易更本没有重视没有一个工作人员出来解释或者去处理，只只到说以据话，我们会去调查 ， 今天YY积聚了4W多的魔兽玩家只为讨个说法网易为何不处理，为什么一直再拖延难道只是为自己的利益，难道玩家的利益就不用管了吗？   一旦玩家问起就那句话我们在调查，其实是他们内部人员动的手脚 ,黑G现在是个产业链不知道养活了多少人，就网易内部的人黑点G然后洗G在卖G一个月来这么几次一次好几千，一个月不知道多了多少的外快，算了我呼吁还是换代理吧!别把这么好的糟蹋在网易的手里~~~！！！	None
老公不求上进怎么办？当初，选择老公的原因是因为他很老实实在。结婚 当初，选择老公的原因是因为他很老实实在。结婚后渐渐发现，他一点都不求上进，每个月1000多点的工资，没有什么福利，周末就休息一天。他的工作是技术型的，只要有证，工资就高。\r\r前年报了，可是一本都没有考出来。让他早点学习，根本不听，快考试了，才着急。\r\r去年因为生孩子，什么也没有报。\r\r我开始上班了，为了照顾孩子方便，也为了老公有时间学习，我搬到了离公司很近的亲戚家，我家离公司很远。\r\r现在他晚上看看，早早的就睡觉。我真的不知道怎么劝他了？\r\r我们现在还住的阁楼，老公对我很好，所以我很矛盾，我不想一辈子算计钱过日子。	None
请问已婚的女性上网聊天就是错吗	None
为什么我和我女朋友说她哪做的不好的时候,她根本不听我说什么,一个? 要是我继续和他说下去 她就会说 我都道歉了 你还要怎么样啊?非要和我吵架?	None
"气死了我男朋友有点以自我为中心，不大顾忌别人的感受，他原来几个女 我男朋友有点以自我为中心，不大顾忌别人的感受，他原来几个女朋友被他气得跑到他朋友那里哭都不敢告诉他。\r从跟他开始拍拖我就在尽力的调教，其实我觉得效果一点都不明显，但是他的朋友已经很惊讶他的改变了~~\r我跟他是两地恋，平时只能靠短信电话来联系。原来都还好，这次他离开过后，简直像是脱缰了，跟他那帮兄弟翻天覆地的玩，完全的把我抛之脑后 \r假如我不联系他，他4，5天都想不起我....上QQ我不主动跟他说话,他就完全当我不存在(当然,他的理由是""我没看到你上线啊""..鬼才信)\r对此我曾经娇滴滴的耍过几次小性子,是有点开玩笑那种,他居然乐呵呵的当我在跟我男朋友有点以自我为中心，不大顾忌别人的感受，他原来几个女朋友被他气得跑到他朋友那里哭都不敢告诉他。\r从跟他开始拍拖我就在尽力的调教，其实我觉得效果一点都不明显，但是他的朋友已经很惊讶他的改变了~~\r我跟他是两地恋，平时只能靠短信电话来联系。原来都还好，这次他离开过后，简直像是脱缰了，跟他那帮兄弟翻天覆地的玩，完全的把我抛之脑后 \r假如我不联系他，他4，5天都想不起我....上QQ我不主动跟他说话,他就完全当我不存在(当然,他的理由是""我没看到你上线啊""..鬼才信)\r对此我曾经娇滴滴的耍过几次小性子,是有点开玩笑那种,他居然乐呵呵的当我在跟他调情\r我也尝试过跟他好好谈谈,但是我一认真起来,他就说这里痛那里痛,就是不想谈.要不然就是认错态度超级好,我说什么他都附和,可一转身就忘了\r我还玩过失踪,他用了5天半才反应过来""女朋友不见了"",到处找...我看着心疼,就恢复联系了,嘿....他看到我出来了,又开开心心的去玩了\r今天上QQ,他说要去吃饭,让我等他,一走就是两个小时,好不容易来了吧,一扭身就冲到游戏里面去了,喊都喊不出来..又晾了我一个小时.我真的是忍耐到极限了,一阵发飚,他立马很可怜的样子""我错了,真的错了""""你不要我了阿?""""我不理他们了,我陪你吧""  我说""我现在不想跟你聊天"" 他又很乖的说:""那你明天向上网了给我发短信,我陪你""\r\r   我真的是很郁闷很郁闷,觉得自己一点地位都没有\r   我就长得这么安全啊?  千里之外他也不怕我红杏出墙~!!  \r\r\r     我很气愤~~~~~~ \r"	None
男朋友在夜总会找了小姐，我是否原谅他呢？我和他在一起4年了，他对 我和他在一起4年了，他对我一直都很好，满足我所有的要求。那天有个夜总会的老板邀请他和几个同事到夜总会玩，先喝了又出唱歌。他们一人一个小姐，他的是一个穿旗袍的。他对我说他们只是喝酒、唱歌。他抱着她，她把手放在他腿上。一边划拳一边喝酒，并且用同一个杯子。我听了以后哭了3个小时，以前总觉得小姐离我是那么远，可是没有想到我朋友会这样做，他让我原谅他，并发誓和小姐绝对没有做任何对不起我的事情。我该怎么办？当时我原谅了他，可是每当想起这个事情我就很心痛，我该怎么办，我是否依然没有原谅他呢？	None
你怎么看城管无辜挨打？枣庄两城管队员被初中学生围殴，他们表示：不 枣庄两城管队员被学生围殴，他们表示：不会追究责任。虽然他们名声不太好，可城管也是人哪！你觉得这事要不要追究？	None
请问什么民族或地区或国家不喝酒? 请问什么或地区或国家不喝酒?	None
缅甸现在还有战乱吗我找了一份工作，说是要去绵甸上班，但听说那边经 我找了一份工作，说是要去绵甸上班，但听说那边经常有战乱，请问大家，现在那边真的经常有战乱吗，我很少看的	Potentially
报复手段之狠，叫你死无葬身之地？1佛经上说，“斧在口中”，斧头在 1 佛经上说，“斧在口中”，斧头在哪里？在口中。纵然这个人有恶，造恶多端，你批评他，他记恨在心，找到机会，肯定报复你，灾祸就来了！\r \r2 佛菩萨有智慧，看到众生造五逆十恶罪，必定堕地狱，受无量苦楚，也不说一句话，什么原因？不能说，说了他不能接受，怀恨在心。\r \r3 等到什么时候，他受尽苦头，回心转意，能接受了，佛菩萨就来了，“佛氏门中，不舍一人”，这些地方，我们看懂了没有？我们学到了没有？\r \r4 我们在历史上看到，在现实环境里头看到，报复手段之狠，叫你倾家荡产、死无葬身之地，你不知道这个祸根在哪里，你没有从过去历史当中吸取教训，这不1 佛经上说，“斧在口中”，斧头在哪里？在口中。纵然这个人有恶，造恶多端，你批评他，他记恨在心，找到机会，肯定报复你，灾祸就来了！\r \r2 佛菩萨有智慧，看到众生造五逆十恶罪，必定堕地狱，受无量苦楚，也不说一句话，什么原因？不能说，说了他不能接受，怀恨在心。\r \r3 等到什么时候，他受尽苦头，回心转意，能接受了，佛菩萨就来了，“佛氏门中，不舍一人”，这些地方，我们看懂了没有？我们学到了没有？\r \r4 我们在历史上看到，在现实环境里头看到，报复手段之狠，叫你倾家荡产、死无葬身之地，你不知道这个祸根在哪里，你没有从过去历史当中吸取教训，这不叫愚痴吗？\r \r5 千万不要小看人家！现在他没有地位，没有身分，苦不堪言，你怎么晓得他将来不发达？\r \r6 自古以来，多少大富大贵之人，青少年的时候都苦不堪言，穷途潦倒。韩信当年受胯下之辱，有谁想到他最后会封王？\r \r7 这就是种种示现，叫我们不敢轻慢一个众生。你今天侮辱他、欺侮他、瞧不起他、讽刺他，说不定他将来成佛在你前面，你比不上人家，你惭不惭愧？\r \r8 你随意侮辱人家，讽刺人家，人家修行真有道心，你得罪他不要紧，他不报复你；他如果是凡夫，你跟他结了冤仇，那你的麻烦就大了！\r\r-----净空法师《轻松学佛法》\r\r真诚、清净、平等、正觉、慈悲， \r看破、放下、自在、随缘、念佛。 \r\r阿弥陀佛 阿弥陀佛 阿弥陀佛	None
